Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS-Orders,,,,09-12-2024 08:21:11,09-12-2024 08:21:14,3.756s,PASSED
,,,,,,,
Test Cases/TV-Find-OrderByID,,,,09-12-2024 08:21:11,09-12-2024 08:21:14,3.434s,PASSED
"sendRequest(findTestObject(""Swagger Petstore/getOrderById""))",,,,09-12-2024 08:21:11,09-12-2024 08:21:14,3.056s,PASSED
